InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
577052,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-11-17 14:08:00,4.95,17397,United Kingdom,4.95
565788,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2011-09-07 08:18:00,0.85,13210,United Kingdom,10.2
576917,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,2011-11-17 10:40:00,2.55,17613,United Kingdom,30.599999999999998
574253,21889,WOODEN BOX OF DOMINOES,12,2011-11-03 13:30:00,1.25,15252,United Kingdom,15.0
575490,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-11-09 17:44:00,0.39,15031,United Kingdom,4.68
549981,22555,PLASTERS IN TIN STRONGMAN,1,2011-04-13 15:49:00,1.65,16348,United Kingdom,1.65
539744,20615,BLUE POLKADOT PASSPORT COVER,2,2010-12-21 15:21:00,4.21,15281,United Kingdom,8.42
570239,23100,SILVER BELLS TABLE DECORATION,3,2011-10-09 15:04:00,1.25,16518,United Kingdom,3.75
563181,23199,JUMBO BAG APPLES,10,2011-08-12 14:32:00,2.08,16612,United Kingdom,20.8
567673,22544,MINI JIGSAW SPACEBOY,1,2011-09-21 15:43:00,0.83,15281,United Kingdom,0.83
567697,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,2011-09-22 08:41:00,0.83,16558,United Kingdom,9.959999999999999
543996,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-02-15 10:46:00,1.49,15811,United Kingdom,17.88
560090,23031,DRAWER KNOB CRACKLE GLAZE PINK,1,2011-07-14 16:46:00,3.29,15281,United Kingdom,3.29
550804,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-04-20 15:32:00,0.85,16676,United Kingdom,10.2
543367,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-02-07 14:33:00,1.25,18225,United Kingdom,15.0
577844,23084,RABBIT NIGHT LIGHT,40,2011-11-22 10:41:00,4.96,15281,United Kingdom,198.4
559817,22279,POCKET BAG BLUE PAISLEY RED SPOT,6,2011-07-12 16:20:00,0.83,15281,United Kingdom,4.9799999999999995
569332,23209,LUNCH BAG VINTAGE DOILY ,2,2011-10-03 13:46:00,1.65,12637,France,3.3
551775,23184,BULL DOG BOTTLE OPENER,4,2011-05-04 11:21:00,4.95,12886,United Kingdom,19.8
558336,22960,JAM MAKING SET WITH JARS,12,2011-06-28 13:17:00,3.75,14364,United Kingdom,45.0
537237,22393,PAPERWEIGHT VINTAGE COLLAGE,1,2010-12-06 09:58:00,5.06,15281,United Kingdom,5.06
581166,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-12-07 14:43:00,0.55,15525,United Kingdom,0.55
558861,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-07-04 12:19:00,8.25,13373,United Kingdom,16.5
578518,22467,GUMBALL COAT RACK,3,2011-11-24 13:54:00,2.55,14606,United Kingdom,7.6499999999999995
578324,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-23 17:32:00,0.95,17530,United Kingdom,0.95
553860,37450,CERAMIC CAKE BOWL + HANGING CAKES,1,2011-05-19 13:57:00,2.95,17841,United Kingdom,2.95
579256,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-11-29 08:07:00,0.65,13349,United Kingdom,15.600000000000001
574709,22203,MILK PAN RED RETROSPOT,1,2011-11-06 14:14:00,3.75,17768,United Kingdom,3.75
547658,84218,BOX/12 CHICK & EGG IN BASKET,1,2011-03-24 13:04:00,1.95,13736,United Kingdom,1.95
540646,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2011-01-10 14:32:00,5.91,15281,United Kingdom,5.91
562560,23209,LUNCH BAG VINTAGE DOILY ,3,2011-08-05 17:12:00,1.65,14156,EIRE,4.949999999999999
581074,22633,HAND WARMER UNION JACK,15,2011-12-07 11:27:00,2.1,15568,United Kingdom,31.5
536754,22976,CIRCUS PARADE CHILDRENS EGG CUP ,2,2010-12-02 14:09:00,1.25,14449,United Kingdom,2.5
569491,22853,CAT BOWL VINTAGE CREAM,2,2011-10-04 13:25:00,3.25,14056,United Kingdom,6.5
541274,47566B,TEA TIME PARTY BUNTING,5,2011-01-17 11:24:00,4.65,15696,United Kingdom,23.25
554356,22303,COFFEE MUG APPLES DESIGN,6,2011-05-24 09:25:00,2.55,12670,France,15.299999999999999
542646,21947,SET OF 6 HEART CHOPSTICKS,6,2011-01-31 11:42:00,1.25,17220,United Kingdom,7.5
574104,23216,LAUREL HEART ANTIQUE GOLD,12,2011-11-03 10:45:00,1.25,12615,France,15.0
541250,22713,CARD I LOVE LONDON ,12,2011-01-16 13:19:00,0.42,13700,United Kingdom,5.04
578811,22467,GUMBALL COAT RACK,12,2011-11-25 13:28:00,2.55,12438,Norway,30.599999999999998
546896,21754,HOME BUILDING BLOCK WORD,2,2011-03-17 18:24:00,11.63,15281,United Kingdom,23.26
573546,23100,SILVER BELLS TABLE DECORATION,12,2011-10-31 13:13:00,1.25,15974,United Kingdom,15.0
565478,20724,RED RETROSPOT CHARLOTTE BAG,6,2011-09-05 11:18:00,0.85,15005,United Kingdom,5.1
547247,22077,6 RIBBONS RUSTIC CHARM,12,2011-03-22 09:01:00,1.65,18225,United Kingdom,19.799999999999997
555896,22436,12 COLOURED PARTY BALLOONS,10,2011-06-07 16:04:00,0.65,15640,United Kingdom,6.5
551014,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-04-26 11:04:00,2.95,13209,United Kingdom,17.700000000000003
573829,22470,HEART OF WICKER LARGE,6,2011-11-01 11:35:00,2.95,16830,United Kingdom,17.700000000000003
560926,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,3,2011-07-22 09:20:00,1.63,15281,United Kingdom,4.89
566171,22759,SET OF 3 NOTEBOOKS IN PARCEL,4,2011-09-09 12:22:00,1.65,18118,United Kingdom,6.6
552822,22493,PAINT YOUR OWN CANVAS SET,4,2011-05-11 12:59:00,1.65,15521,United Kingdom,6.6
569246,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-10-03 09:57:00,10.79,14096,United Kingdom,21.58
555397,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,1,2011-06-02 17:26:00,4.15,15281,United Kingdom,4.15
547488,84991,60 TEATIME FAIRY CAKE CASES,6,2011-03-23 11:30:00,0.55,13821,United Kingdom,3.3000000000000003
561926,23233,WRAP POPPIES  DESIGN,25,2011-08-01 12:48:00,0.42,12749,United Kingdom,10.5
548208,22077,6 RIBBONS RUSTIC CHARM,12,2011-03-29 17:12:00,1.65,14189,United Kingdom,19.799999999999997
556812,85015,SET OF 12  VINTAGE POSTCARD SET,1,2011-06-14 17:25:00,2.46,15281,United Kingdom,2.46
562593,22384,LUNCH BAG PINK POLKADOT,2,2011-08-07 15:43:00,1.65,16549,United Kingdom,3.3
577258,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-11-18 12:27:00,2.95,16764,United Kingdom,8.850000000000001
566669,21889,WOODEN BOX OF DOMINOES,12,2011-09-14 11:36:00,1.25,18065,United Kingdom,15.0
558068,15058A,BLUE POLKADOT GARDEN PARASOL,1,2011-06-24 15:51:00,10.79,15281,United Kingdom,10.79
576384,23456,MEDIUM PARLOUR PICTURE FRAME ,4,2011-11-15 09:32:00,4.15,12883,United Kingdom,16.6
547243,22078,RIBBON REEL LACE DESIGN ,3,2011-03-21 16:59:00,2.1,17231,United Kingdom,6.300000000000001
544316,48194,DOORMAT HEARTS,2,2011-02-17 14:49:00,7.95,16556,United Kingdom,15.9
569220,22727,ALARM CLOCK BAKELIKE RED ,2,2011-10-02 13:26:00,3.75,16007,United Kingdom,7.5
548780,22981,PANTRY APPLE CORER,12,2011-04-04 12:37:00,1.45,13294,United Kingdom,17.4
566976,20719,WOODLAND CHARLOTTE BAG,10,2011-09-16 09:27:00,0.85,15382,United Kingdom,8.5
538177,22594,CHRISTMAS GINGHAM TREE,7,2010-12-10 09:51:00,1.66,15281,United Kingdom,11.62
544812,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-02-23 15:58:00,1.25,15281,United Kingdom,1.25
558501,22627,MINT KITCHEN SCALES,2,2011-06-30 10:19:00,8.5,13871,United Kingdom,17.0
555644,22386,JUMBO BAG PINK POLKADOT,1,2011-06-06 13:24:00,2.08,16520,United Kingdom,2.08
579980,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-12-01 11:16:00,0.29,13263,United Kingdom,2.9
571006,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-13 12:06:00,2.08,17063,United Kingdom,20.8
571714,22819,"BIRTHDAY CARD, RETRO SPOT",5,2011-10-18 17:00:00,0.42,15281,United Kingdom,2.1
553831,22690,DOORMAT HOME SWEET HOME BLUE ,4,2011-05-19 11:36:00,7.95,14442,Channel Islands,31.8
549787,22670,FRENCH WC SIGN BLUE METAL,3,2011-04-12 11:58:00,1.25,13268,United Kingdom,3.75
552365,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-05-09 12:25:00,1.65,16440,United Kingdom,4.949999999999999
578534,23191,BUNDLE OF 3 RETRO NOTE BOOKS,5,2011-11-24 14:51:00,1.65,15725,United Kingdom,8.25
578344,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-11-24 09:21:00,2.46,15281,United Kingdom,2.46
557112,84849A,HELLO SAILOR BLUE SOAP HOLDER,2,2011-06-16 16:31:00,3.29,15281,United Kingdom,6.58
564057,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-08-22 14:20:00,4.25,15296,United Kingdom,17.0
537081,22751,FELTCRAFT PRINCESS OLIVIA DOLL,16,2010-12-05 12:00:00,3.75,15332,Lithuania,60.0
572335,23500,KEY RING BASEBALL BOOT ASSORTED ,20,2011-10-24 10:27:00,1.25,14493,United Kingdom,25.0
547658,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-03-24 13:04:00,14.95,13736,United Kingdom,14.95
559157,23242,TREASURE TIN BUFFALO BILL ,6,2011-07-06 15:53:00,2.08,13999,United Kingdom,12.48
579555,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-30 11:08:00,2.95,16241,United Kingdom,17.700000000000003
573340,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4,2011-10-30 11:55:00,0.85,14159,United Kingdom,3.4
551276,21238,RED RETROSPOT CUP,2,2011-04-27 13:06:00,0.85,16016,United Kingdom,1.7
538664,22470,HEART OF WICKER LARGE,40,2010-12-13 15:46:00,2.55,14733,United Kingdom,102.0
575837,21287,SCENTED VELVET LOUNGE CANDLE ,12,2011-11-11 11:37:00,0.38,12748,United Kingdom,4.5600000000000005
556942,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-06-15 16:42:00,2.08,14222,United Kingdom,20.8
568719,85049H,URBAN BLACK RIBBONS ,3,2011-09-28 16:19:00,0.83,15281,United Kingdom,2.4899999999999998
561519,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-07-27 17:01:00,1.25,17870,United Kingdom,1.25
570871,21812,GARLAND WITH HEARTS AND BELLS,3,2011-10-12 16:36:00,3.29,15281,United Kingdom,9.870000000000001
536862,22697,GREEN REGENCY TEACUP AND SAUCER,2,2010-12-03 11:13:00,5.91,15281,United Kingdom,11.82
544598,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-02-21 18:10:00,2.5,15281,United Kingdom,2.5
576147,21484,CHICK GREY HOT WATER BOTTLE,4,2011-11-14 10:49:00,4.25,16303,United Kingdom,17.0
554066,22795,SWEETHEART RECIPE BOOK STAND,12,2011-05-22 10:40:00,6.75,12916,United Kingdom,81.0
563714,22077,6 RIBBONS RUSTIC CHARM,12,2011-08-18 15:51:00,1.65,14565,United Kingdom,19.799999999999997
553549,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,1,2011-05-17 16:09:00,5.79,15281,United Kingdom,5.79
546896,21786,POLKADOT RAIN HAT ,2,2011-03-17 18:24:00,0.83,15281,United Kingdom,1.66
553148,22963,JAM JAR WITH GREEN LID,12,2011-05-13 14:09:00,0.85,15281,Hong Kong,10.2
580115,23077,DOUGHNUT LIP GLOSS ,2,2011-12-01 16:22:00,2.46,15281,United Kingdom,4.92
544795,22859,EASTER TIN BUNNY BOUQUET,2,2011-02-23 13:21:00,1.65,15858,United Kingdom,3.3
542536,84692,BOX OF 24 COCKTAIL PARASOLS,6,2011-01-28 13:37:00,1.63,15281,United Kingdom,9.78
537047,22080,RIBBON REEL POLKADOTS ,1,2010-12-05 11:02:00,1.65,13069,United Kingdom,1.65
576899,22697,GREEN REGENCY TEACUP AND SAUCER,18,2011-11-17 08:49:00,2.95,14911,EIRE,53.1
577078,22065,CHRISTMAS PUDDING TRINKET POT ,3,2011-11-17 15:17:00,1.63,15281,United Kingdom,4.89
541658,85099F,JUMBO BAG STRAWBERRY,1,2011-01-20 12:16:00,1.95,15529,United Kingdom,1.95
542622,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-01-31 09:09:00,1.63,15281,United Kingdom,1.63
576927,22630,DOLLY GIRL LUNCH BOX,12,2011-11-17 11:02:00,1.95,12567,France,23.4
569651,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-10-05 12:49:00,4.65,14534,United Kingdom,4.65
561878,22217,T-LIGHT HOLDER HANGING LACE,8,2011-07-31 12:34:00,1.25,17388,United Kingdom,10.0
575336,16218,CARTOON  PENCIL SHARPENERS,15,2011-11-09 13:58:00,0.06,14968,United Kingdom,0.8999999999999999
577180,21931,JUMBO STORAGE BAG SUKI,20,2011-11-18 11:27:00,2.08,12380,Belgium,41.6
540504,15056P,EDWARDIAN PARASOL PINK,4,2011-01-09 11:02:00,5.95,13668,United Kingdom,23.8
572294,23209,LUNCH BAG VINTAGE DOILY ,5,2011-10-23 13:10:00,1.65,13471,United Kingdom,8.25
540238,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,2011-01-05 14:44:00,0.85,15281,United Kingdom,0.85
566561,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-13 12:13:00,1.65,18145,United Kingdom,16.5
581578,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-12-09 12:16:00,4.15,12713,Germany,33.2
578675,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-11-24 18:13:00,2.95,14756,United Kingdom,35.400000000000006
572897,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-10-26 14:42:00,12.46,15281,United Kingdom,24.92
564857,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-08-31 09:23:00,0.83,15281,United Kingdom,0.83
546028,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-03-09 08:33:00,7.95,17049,United Kingdom,15.9
572726,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-10-25 15:19:00,2.55,16056,United Kingdom,15.299999999999999
543193,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-02-04 12:18:00,3.75,13725,United Kingdom,15.0
536592,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3,2010-12-01 17:06:00,2.51,15281,United Kingdom,7.529999999999999
565781,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-09-06 15:34:00,1.45,13098,United Kingdom,17.4
578949,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-27 14:30:00,2.08,14954,United Kingdom,2.08
578265,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-23 13:28:00,5.95,13018,United Kingdom,17.85
562101,20719,WOODLAND CHARLOTTE BAG,10,2011-08-02 14:04:00,0.85,13850,United Kingdom,8.5
568719,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-09-28 16:19:00,2.46,15281,United Kingdom,2.46
553004,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-12 16:11:00,2.08,17764,United Kingdom,20.8
563538,23107,WHITE HEARTS WIRE PLANT POT HOLDER,1,2011-08-17 11:48:00,2.89,17841,United Kingdom,2.89
568657,23285,PINK VINTAGE SPOT BEAKER,1,2011-09-28 12:22:00,0.85,16460,United Kingdom,0.85
569137,21328,BALLOONS  WRITING SET ,3,2011-09-30 14:45:00,3.29,15281,United Kingdom,9.870000000000001
542255,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-01-26 16:43:00,2.46,15281,United Kingdom,4.92
548714,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2011-04-03 15:07:00,2.55,17337,United Kingdom,2.55
558774,20727,LUNCH BAG  BLACK SKULL.,2,2011-07-04 10:17:00,4.13,15281,United Kingdom,8.26
568915,23100,SILVER BELLS TABLE DECORATION,12,2011-09-29 13:56:00,1.25,14948,United Kingdom,15.0
566255,23174,REGENCY SUGAR BOWL GREEN,24,2011-09-11 12:23:00,3.75,13324,United Kingdom,90.0
577542,23419,HOME SWEET HOME BOTTLE ,3,2011-11-20 14:33:00,2.08,13565,United Kingdom,6.24
570168,21094,SET/6 RED SPOTTY PAPER PLATES,10,2011-10-07 14:05:00,0.85,17596,United Kingdom,8.5
544812,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2011-02-23 15:58:00,4.13,15281,United Kingdom,4.13
548780,22986,GINGHAM ROSE WRAP,25,2011-04-04 12:37:00,0.42,13294,United Kingdom,10.5
557570,20767,BLUE PAISLEY JOURNAL ,1,2011-06-21 10:48:00,2.55,15998,United Kingdom,2.55
541221,22551,PLASTERS IN TIN SPACEBOY,1,2011-01-14 14:28:00,3.29,15281,United Kingdom,3.29
536787,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-12-02 15:24:00,2.75,17850,United Kingdom,22.0
562562,23182,TOILET SIGN OCCUPIED OR VACANT,20,2011-08-05 17:43:00,0.83,16271,United Kingdom,16.599999999999998
551944,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-05-05 11:08:00,1.25,14553,United Kingdom,30.0
563933,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-21 15:54:00,8.95,16536,United Kingdom,17.9
539718,85114B,IVORY ENCHANTED FOREST PLACEMAT,3,2010-12-21 13:06:00,3.36,15281,United Kingdom,10.08
569479,23349,ROLL WRAP VINTAGE CHRISTMAS,72,2011-10-04 12:41:00,1.04,13408,United Kingdom,74.88
565234,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-09-02 09:38:00,10.79,15281,United Kingdom,10.79
581219,22029,SPACEBOY BIRTHDAY CARD,3,2011-12-08 09:28:00,0.83,15281,United Kingdom,2.4899999999999998
551351,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-04-28 10:20:00,1.06,14298,United Kingdom,38.160000000000004
573340,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,2011-10-30 11:55:00,0.39,14159,United Kingdom,1.17
564342,21374,MIRRORED WALL ART SKULLS,2,2011-08-24 14:53:00,1.25,16340,United Kingdom,2.5
554160,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-05-23 11:49:00,0.83,17841,United Kingdom,0.83
557305,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-06-19 14:42:00,1.95,13568,United Kingdom,1.95
537405,15044C,PURPLE PAPER PARASOL,1,2010-12-06 14:51:00,2.95,17841,United Kingdom,2.95
575130,23497,CLASSIC CHROME BICYCLE BELL ,2,2011-11-08 14:38:00,1.45,15281,United Kingdom,2.9
566091,22713,CARD I LOVE LONDON ,12,2011-09-09 10:37:00,0.42,17870,United Kingdom,5.04
557315,20828,GLITTER BUTTERFLY CLIPS,4,2011-06-19 16:02:00,2.55,15535,United Kingdom,10.2
572758,21181,PLEASE ONE PERSON METAL SIGN,2,2011-10-25 18:39:00,4.13,15281,United Kingdom,8.26
546246,48185,DOORMAT FAIRY CAKE,2,2011-03-10 13:28:00,7.95,14841,United Kingdom,15.9
572069,21914,BLUE HARMONICA IN BOX ,12,2011-10-20 13:24:00,1.25,14911,EIRE,15.0
542932,22151,PLACE SETTING WHITE HEART,24,2011-02-02 10:54:00,0.42,13089,United Kingdom,10.08
565122,23313,VINTAGE CHRISTMAS BUNTING,1,2011-09-01 11:48:00,4.95,13069,United Kingdom,4.95
565617,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-09-05 15:30:00,2.46,15281,United Kingdom,2.46
580385,22632,HAND WARMER RED RETROSPOT,3,2011-12-04 10:11:00,2.1,16326,United Kingdom,6.300000000000001
556038,22066,LOVE HEART TRINKET POT,6,2011-06-08 12:38:00,0.39,13184,United Kingdom,2.34
541975,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,2011-01-24 14:24:00,1.65,15281,Hong Kong,59.4
560773,20772,GARDEN PATH JOURNAL,2,2011-07-20 16:17:00,2.46,15281,United Kingdom,4.92
568311,22766,PHOTO FRAME CORNICE,1,2011-09-26 12:53:00,2.95,17287,United Kingdom,2.95
544434,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-02-18 16:12:00,4.13,15281,United Kingdom,8.26
567184,23156,SET OF 5 MINI GROCERY MAGNETS,2,2011-09-18 15:41:00,2.08,16033,United Kingdom,4.16
537839,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,2010-12-08 15:02:00,1.45,15281,United Kingdom,1.45
540954,20652,BLUE POLKADOT LUGGAGE TAG ,1,2011-01-12 13:19:00,1.25,14606,United Kingdom,1.25
576911,23319,BOX OF 6 MINI 50'S CRACKERS,3,2011-11-17 10:01:00,2.49,17461,United Kingdom,7.470000000000001
569246,22948,METAL DECORATION NAUGHTY CHILDREN ,4,2011-10-03 09:57:00,1.66,14096,United Kingdom,6.64
545937,22630,DOLLY GIRL LUNCH BOX,12,2011-03-08 12:05:00,1.95,12758,Portugal,23.4
576890,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-11-16 17:25:00,3.75,12662,Germany,15.0
575477,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-11-09 16:14:00,8.29,15281,United Kingdom,8.29
539337,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-17 10:46:00,0.55,15281,EIRE,13.200000000000001
542791,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-02-01 10:47:00,1.95,15039,United Kingdom,19.5
572331,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,2011-10-24 10:18:00,0.83,16491,United Kingdom,26.56
571850,23451,SQUARE MINI PORTRAIT FRAME,2,2011-10-19 12:54:00,1.95,14698,United Kingdom,3.9
562417,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-08-04 16:32:00,16.63,15281,United Kingdom,16.63
572093,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-10-20 14:51:00,4.95,15121,United Kingdom,19.8
568828,21790,VINTAGE SNAP CARDS,12,2011-09-29 11:31:00,0.85,15175,United Kingdom,10.2
537666,21813,GARLAND WITH STARS AND BELLS,2,2010-12-07 18:36:00,10.17,15281,United Kingdom,20.34
536532,22494,EMERGENCY FIRST AID TIN ,24,2010-12-01 13:24:00,1.25,12433,Norway,30.0
579297,22197,POPCORN HOLDER,20,2011-11-29 11:23:00,1.63,15281,United Kingdom,32.599999999999994
571082,21452,TOADSTOOL MONEY BOX,1,2011-10-13 15:25:00,5.79,15281,United Kingdom,5.79
580986,22027,TEA PARTY BIRTHDAY CARD,12,2011-12-06 16:34:00,0.42,12650,France,5.04
575687,22142,CHRISTMAS CRAFT WHITE FAIRY ,24,2011-11-10 16:03:00,1.45,16126,United Kingdom,34.8
574561,22602,RETROSPOT WOODEN HEART DECORATION,2,2011-11-04 15:52:00,1.63,15281,United Kingdom,3.26
545601,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-04 11:49:00,4.95,15827,United Kingdom,14.850000000000001
553385,22383,LUNCH BAG SUKI DESIGN ,2,2011-05-16 15:53:00,1.65,16710,United Kingdom,3.3
572896,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-26 14:41:00,2.95,12456,Switzerland,23.6
542664,21171,BATHROOM METAL SIGN ,1,2011-01-31 12:14:00,3.29,15281,United Kingdom,3.29
563349,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2011-08-15 13:51:00,5.95,14623,United Kingdom,5.95
549985,22434,BALLOON PUMP WITH 10 BALLOONS,16,2011-04-13 15:58:00,1.95,15640,United Kingdom,31.2
563022,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-08-11 13:34:00,0.42,17248,United Kingdom,0.84
541104,85094,CANDY SPOT EGG WARMER RABBIT,4,2011-01-13 14:29:00,0.83,15281,United Kingdom,3.32
566734,22427,ENAMEL FLOWER JUG CREAM,1,2011-09-14 14:09:00,5.95,16910,United Kingdom,5.95
576618,22405,MONEY BOX POCKET MONEY DESIGN,1,2011-11-15 17:00:00,2.46,15281,United Kingdom,2.46
543448,22423,REGENCY CAKESTAND 3 TIER,11,2011-02-08 12:12:00,24.96,15281,United Kingdom,274.56
543196,16219,HOUSE SHAPE PENCIL SHARPENER,12,2011-02-04 12:29:00,0.21,13309,United Kingdom,2.52
569228,22561,WOODEN SCHOOL COLOURING SET,3,2011-10-02 14:47:00,1.65,15547,United Kingdom,4.949999999999999
543467,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2011-02-08 14:35:00,2.46,15281,United Kingdom,2.46
536638,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-02 11:41:00,0.55,16244,United Kingdom,13.200000000000001
541711,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-01-21 11:18:00,0.21,14646,Netherlands,5.04
546544,21900,"KEY FOB , SHED",24,2011-03-14 15:41:00,0.65,16570,United Kingdom,15.600000000000001
572550,23160,REGENCY TEA SPOON,4,2011-10-24 17:06:00,2.46,15281,United Kingdom,9.84
549126,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-04-06 14:23:00,9.95,16031,United Kingdom,9.95
563076,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,2011-08-11 16:12:00,1.06,14646,Netherlands,152.64000000000001
571548,35970,ZINC FOLKART SLEIGH BELLS,72,2011-10-18 07:56:00,1.49,15505,United Kingdom,107.28
540480,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-01-07 15:27:00,2.95,12480,Germany,35.400000000000006
580160,22299,PIG KEYRING WITH LIGHT & SOUND ,48,2011-12-02 10:47:00,1.25,12700,France,60.0
562772,23298,SPOTTY BUNTING,4,2011-08-09 12:07:00,4.95,13097,United Kingdom,19.8
570719,84508B,STRIPES DESIGN TEDDY,2,2011-10-12 10:45:00,2.55,17913,United Kingdom,5.1
544586,79000,MOROCCAN TEA GLASS,12,2011-02-21 15:04:00,0.85,17338,United Kingdom,10.2
562964,23226,FILIGREE HEART DAISY WHITE,24,2011-08-11 10:29:00,1.25,13488,United Kingdom,30.0
540994,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-13 09:29:00,0.85,13089,United Kingdom,10.2
572217,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-10-21 13:03:00,1.25,15311,United Kingdom,1.25
539436,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2010-12-17 14:49:00,20.38,15281,United Kingdom,40.76
545477,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-03-03 11:07:00,2.95,14573,United Kingdom,2.95
566025,23406,HOME SWEET HOME KEY HOLDER,1,2011-09-08 12:55:00,6.25,17634,United Kingdom,6.25
578022,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-11-22 13:25:00,0.65,17371,United Kingdom,0.65
567882,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-22 15:03:00,0.85,12906,United Kingdom,10.2
